,Tx,Tn,Pr,ET0
20130315,-8.13,-21.64,0.0,0.5943465533104435
20130316,-7.06,-14.1,0.0,0.5358632005150422
20130317,-8.95,-18.2,0.0,0.5561984937820716
20130318,-9.26,-16.15,0.0,0.294891543532784
20130319,-7.49,-11.52,0.0,0.5251191331439085
20130320,-7.52,-13.63,0.0,0.6811569051585877
20130321,-9.01,-18.8,0.0,0.5917424321724305
20130322,-11.55,-20.94,0.0,0.5313048099897041
20130323,-3.79,-14.32,0.0,0.6392695691439189
20130324,-3.43,-12.1,0.0,0.906889703243292
20130325,-2.94,-12.69,0.0,1.0048661571352626
20130326,-1.66,-13.04,1.12,0.8753680098755132
20130327,-2.51,-10.25,0.0,1.0390251747861423
20130328,-0.67,-9.1,0.0,1.1839354022870874
20130329,0.02,-9.2,0.0,1.075507021989067
20130330,-0.77,-8.05,1.19,0.8699177363314915
20130331,-0.7,-6.63,1.02,0.7035364712630628
20130401,-1.67,-8.62,4.5,0.26308435532085345
20130402,-0.2,-9.27,1.84,0.5378417403606428
20130403,0.06,-8.99,0.0,1.4687430336653082
20130404,0.07,-9.02,0.0,0.9724925040142289
20130405,-0.59,-3.25,5.87,0.41334990327993176
20130406,0.08,-4.91,0.0,1.5500489802386184
20130407,0.05,-7.42,0.0,1.5976263558442878
20130408,-0.17,-5.35,1.76,0.987536508781766
20130409,0.03,-8.52,0.0,1.5121724909638452
20130410,0.12,-10.83,0.0,1.2839297157235756
20130411,0.2,-1.99,0.0,0.9975536760547815
20130412,0.34,-0.32,1.39,0.7211875063141278
20130413,0.44,-0.01,5.01,1.056911867189859
20130414,1.71,-1.5,0.0,0.4548649331958839
20130415,1.52,-2.36,0.0,1.2418294792511713
20130416,2.62,-1.64,0.0,1.4691423946672633
20130417,7.74,-1.92,1.91,1.8901156781011363
20130418,10.44,1.19,0.0,2.30287159411612
20130419,11.56,3.76,0.0,2.585618484277641
20130420,7.24,-0.3,1.48,1.0850500214466712
20130421,8.23,-2.9,0.0,2.478232134460652
20130422,11.68,-3.27,0.0,2.765904528599541
20130423,11.92,-0.36,7.74,2.0867594048976397
20130424,8.97,1.9,4.73,1.285698329816637
20130425,8.8,1.9,1.47,1.7915420062096759
20130426,7.47,0.56,3.43,1.6378465751202758
20130427,7.9,-1.35,0.0,0.606530860587251
20130428,8.65,-1.76,0.0,2.1218989556034464
20130429,10.33,-2.73,0.0,2.5065440348096897
20130430,9.75,2.96,4.87,1.496937282359506
20130501,11.73,2.11,0.0,2.4238103249203036
20130502,13.59,-0.7,0.0,3.0505957021969916
20130503,11.8,0.26,0.0,3.579924036084489
20130504,16.62,-0.79,0.0,3.672557666628012
20130505,14.04,2.21,0.0,2.9785965657480946
20130506,12.8,3.25,0.0,2.6479377965378834
20130507,17.05,1.98,0.0,2.8892958427331212
20130508,17.98,6.67,0.0,4.010587998125834
20130509,20.2,5.44,0.0,2.2528588664608633
20130510,19.98,12.08,3.06,1.9917516541821616
20130511,17.17,8.83,9.45,0.9290242156473159
20130512,16.83,5.65,0.0,2.073381090617125
20130513,21.33,10.19,4.53,3.203588143028449
20130514,19.43,10.3,1.35,3.3128464183221458
20130515,18.97,6.94,0.0,4.01508524168884
20130516,21.07,6.83,0.0,4.464896740198372
20130517,18.46,13.37,43.55,1.191517442276061
20130518,23.88,14.9,3.71,3.964030433889524
20130519,22.76,15.58,4.29,4.189548580798787
20130520,22.12,13.46,2.21,2.3037184144283414
20130521,20.56,10.54,0.0,4.846786952958071
20130522,14.65,9.41,6.92,2.7887670006836474
20130523,16.9,10.01,6.76,1.1600015883591404
20130524,19.22,9.37,0.0,1.530130250265901
20130525,13.67,9.31,1.6,1.187515782973185
20130526,16.62,11.25,7.68,1.1153485650260486
20130527,20.76,11.87,1.2,3.968546524040197
20130528,20.33,10.94,0.0,3.7797055738925303
20130529,22.22,12.65,2.13,4.257860040193377
20130530,21.48,11.62,1.92,3.463223950377551
20130531,22.22,10.51,0.0,3.9098544205225227
20130601,24.12,12.82,0.0,4.684531534280212
20130602,24.77,13.51,0.0,4.900129213828098
20130603,28.49,12.76,0.0,5.2479232124947135
20130604,30.39,15.02,0.0,4.41473045924032
20130605,23.76,14.48,0.0,4.4589988804792595
20130606,21.63,11.61,0.0,3.7706220850791534
20130607,20.7,10.39,0.0,3.9593493637416577
20130608,21.39,12.69,2.34,3.631751460261827
20130609,21.6,11.11,1.97,4.326659171525921
20130610,19.09,10.95,14.02,3.009991242755205
20130611,16.22,10.65,3.33,2.585445490336417
20130612,16.71,9.17,1.6,3.0816754515839757
20130613,19.26,8.72,0.0,3.2695701874647427
20130614,22.44,12.92,6.67,3.070397906499184
20130615,19.02,11.17,0.0,3.470962511766983
20130616,18.15,8.98,1.91,3.7529676747433576
20130617,16.36,9.54,4.56,3.2651925430565436
20130618,19.12,10.73,0.0,4.073317754436473
20130619,19.31,8.83,0.0,3.7957914870838
20130620,19.62,9.34,0.0,3.7347613317319865
20130621,23.05,12.31,0.0,4.95418869213416
20130622,24.28,10.91,0.0,5.598466787297082
20130623,23.75,12.44,0.0,3.3623277166776497
20130624,25.04,14.3,0.0,4.1790630142658465
20130625,29.62,16.14,1.35,4.747989316804846
20130626,28.91,18.14,3.06,5.006080819195848
20130627,25.08,17.42,3.84,4.903551310986713
20130628,23.18,13.78,0.0,3.3801631083370958
20130629,28.32,13.44,4.91,4.877328615914758
20130630,21.73,15.59,12.31,2.979171037249558
20130701,17.99,13.59,32.48,1.4959449551369117
20130702,20.62,12.26,0.0,4.3323764720084315
20130703,22.75,13.08,0.0,4.463913321190559
20130704,24.93,13.01,0.0,4.42980941167281
20130705,26.73,14.96,1.35,4.411050700381375
20130706,22.39,14.37,1.05,3.145118666147361
20130707,21.91,13.06,2.92,3.875668802580828
20130708,23.45,15.24,0.0,4.152070744761515
20130709,19.68,10.79,0.0,4.767326339053005
20130710,21.69,9.0,0.0,3.7492199735246614
20130711,22.11,12.31,0.0,2.900557275023135
20130712,21.3,12.45,0.0,3.858610478572715
20130713,23.1,10.9,0.0,4.440495943037393
20130714,24.19,10.76,0.0,4.3154307482581045
20130715,23.1,14.3,2.06,3.3982584151857123
20130716,19.85,11.12,0.0,3.469180883949597
20130717,18.55,9.91,0.0,3.5839673641484424
20130718,18.36,10.85,3.93,2.473958528165662
20130719,16.98,9.9,10.15,2.4624087253603095
20130720,14.91,9.08,7.98,1.8653421579119696
20130721,18.26,10.86,0.0,2.2830663484160225
20130722,17.83,11.76,21.67,1.261228599183568
20130723,19.65,16.38,10.07,2.687518546382344
20130724,20.72,15.26,2.45,1.709501498442901
20130725,19.08,13.36,1.71,1.067352480403022
20130726,21.03,12.74,0.0,3.0069647266170167
20130727,21.86,10.93,0.0,4.071264719554741
20130728,22.19,13.18,0.0,2.7142369716235577
20130729,23.56,12.8,0.0,4.435361603660656
20130730,23.12,11.44,0.0,4.308169019124207
20130731,24.19,13.23,1.14,3.8277578397158365
20130801,18.57,14.3,18.06,1.13735796768797
20130802,19.62,13.44,2.8,1.397212164191816
20130803,23.56,14.81,0.0,3.868896228386513
20130804,24.98,13.36,0.0,4.167549331339734
20130805,25.51,13.75,0.0,4.145006185216392
20130806,25.51,14.58,0.0,3.7498395959294704
20130807,25.29,15.0,0.0,4.1406233161363195
20130808,24.85,14.19,0.0,3.8490444901398404
20130809,26.72,17.37,1.97,2.697697057596705
20130810,21.91,15.73,0.0,2.9535455169760527
20130811,18.56,12.38,14.48,0.9030480615640614
20130812,18.48,11.63,2.48,2.485013062891734
20130813,19.42,11.21,1.47,3.0316314150270083
20130814,18.16,12.33,12.65,2.640424234000632
20130815,16.12,11.58,10.98,0.9170572607485824
20130816,19.68,12.23,0.0,3.0189431131944464
20130817,20.25,10.16,0.0,3.19036116983317
20130818,22.31,12.57,0.0,3.3504022148879566
20130819,20.4,13.95,1.6,2.7199848424301116
20130820,21.6,13.93,8.54,2.6150728741411675
20130821,20.14,11.9,8.81,2.1206506087381167
20130822,18.38,11.34,0.0,1.3267423776970215
20130823,17.32,8.63,0.0,3.125617543470671
20130824,17.3,8.15,0.0,2.4187442002229735
20130825,19.19,6.69,0.0,3.1850459342854758
20130826,18.77,8.91,0.0,2.6005121574774703
20130827,19.46,7.8,0.0,3.004400317623428
20130828,18.13,7.05,0.0,2.912913454652557
20130829,19.8,10.18,0.0,2.4790124927470782
20130830,18.75,9.86,1.04,1.7875273071990807
20130831,19.44,8.26,0.0,2.576519818946673
20130901,19.73,8.55,2.48,2.277479834664925
20130902,17.15,9.42,2.73,1.4176791156686908
20130903,16.55,7.42,0.0,1.118098696006707
20130904,17.23,7.63,0.0,2.534180381554423
20130905,17.14,6.63,0.0,2.102744147078603
20130906,16.17,4.61,0.0,2.7031980314620654
20130907,17.86,6.94,0.0,2.689979338988576
20130908,19.94,8.83,0.0,1.7062754630313506
20130909,16.71,8.05,1.34,1.4370814532168974
20130910,16.47,7.36,0.0,1.5074076391556297
20130911,17.13,7.87,0.0,1.6089487237335653
20130912,18.7,7.51,0.0,2.205914881074732
20130913,17.94,7.76,0.0,2.0244505270031494
20130914,16.22,5.73,0.0,1.8102647580362459
20130915,16.09,5.83,0.0,1.5280312730011647
20130916,13.62,6.25,0.0,0.603884921130683
20130917,14.12,5.83,0.0,0.5212577996940195
20130918,17.13,7.73,0.0,1.0562591285114054
20130919,17.01,9.4,0.0,0.7537427536832395
20130920,16.18,10.18,1.38,0.3011001776246133
20130921,15.74,8.76,0.0,0.8749884282653285
20130922,15.3,8.4,7.07,1.202134055465329
20130923,12.0,7.64,9.07,0.5968725256374919
20130924,9.08,3.36,1.45,0.8049260313522986
20130925,5.88,1.58,1.09,0.5361158446618741
20130926,6.51,1.67,1.75,0.2597386789192143
20130927,6.94,2.69,1.39,0.3400113004144073
20130928,8.5,2.15,2.73,0.4939721765272599
20130929,6.45,0.97,0.0,0.3912627978136411
20130930,5.59,-0.16,0.0,0.43994536793779904
20131001,5.81,-1.01,0.0,0.33858114952545765
20131002,6.45,-1.1,0.0,0.4960829649576434
20131003,9.85,1.17,0.0,0.4535772881620857
20131004,9.4,4.17,0.0,0.5336673473184184
20131005,10.32,3.3,0.0,1.063354295933993
20131006,8.35,4.0,1.92,0.04077874718635862
20131007,10.34,5.95,2.85,0.05120788178446097
20131008,13.86,9.04,6.13,0.33301110725856936
20131009,11.27,9.45,4.6,0.45386096365628864
20131010,12.69,6.0,0.0,0.2908546976873806
20131011,10.16,3.35,1.02,0.07501830223910522
20131012,10.18,2.37,0.0,0.7301688556088863
20131013,8.63,-1.04,0.0,0.27816123131842774
20131014,7.27,-3.31,0.0,0.7123447521025005
20131015,7.5,1.16,1.51,0.009279117693897842
20131016,6.2,-2.53,0.0,0.5464337644855352
20131017,4.32,-2.27,0.0,0.39115332386001006
20131018,6.2,0.08,13.13,0.0
20131019,3.75,-1.91,1.46,0.20409153064180183
20131020,3.97,-4.16,0.0,0.45355065398660366
20131021,3.39,-4.35,0.0,0.4856379800686532
20131022,2.08,-2.92,0.0,0.2799129689528355
20131023,5.26,-1.69,3.75,0.2806340269428574
20131024,9.86,5.58,7.77,0.3132869233195629
20131025,8.31,6.0,2.43,0.0
20131026,7.31,3.59,5.6,0.0
20131027,10.66,7.48,2.75,0.0
20131028,11.65,8.98,6.48,0.0
20131029,10.19,7.98,7.27,0.3655015447807809
20131030,8.64,5.74,2.42,0.0
20131031,6.51,3.46,0.0,0.26627493454821843
20131101,5.72,4.8,4.71,0.2568590662573897
20131102,7.44,4.71,5.48,0.06645529041125783
20131103,7.48,4.08,3.69,0.0
20131104,6.95,3.42,16.43,0.27248704529507073
20131105,6.12,3.1,3.85,0.2280957575426621
20131106,4.94,3.9,2.8,0.20701467815950503
20131107,4.66,3.14,0.0,0.0
20131108,4.96,3.0,3.23,0.18186603706362817
20131109,4.45,0.96,6.57,0.0
20131110,6.0,0.88,2.74,0.0
20131111,3.81,0.13,0.0,0.0
20131112,3.39,-0.62,2.39,0.15249149705932746
20131113,3.72,2.8,3.48,0.1861855658765689
20131114,2.98,1.81,0.0,0.0
20131115,3.37,1.5,0.0,0.0
20131116,6.19,2.6,5.34,0.1642895600882041
20131117,7.12,1.2,0.0,0.12142950784870143
20131118,1.32,-2.52,0.0,0.06795418082345027
20131119,1.8,-0.77,1.48,0.18335942116095458
20131120,3.45,1.9,4.52,0.13068062817701984
20131121,3.15,2.55,4.97,0.17549967347413478
20131122,3.42,2.29,1.58,0.20511812822322312
20131123,3.12,1.67,1.37,0.13758435720283085
20131124,2.19,-5.18,0.0,0.0
20131125,-0.2,-5.23,0.0,0.0
20131126,-1.77,-5.08,0.0,0.0
20131127,2.07,-5.1,6.46,0.0
20131128,2.37,-0.74,1.64,0.0
20131129,-0.81,-6.26,0.0,0.0
20131130,-2.7,-8.38,1.49,0.0
20131201,-0.43,-6.12,4.99,0.09802579476220076
20131202,-1.72,-10.39,1.01,0.0
20131203,1.1,-7.24,4.34,0.09070358163613516
20131204,1.03,-5.13,0.0,0.0
20131205,-0.74,-7.06,1.74,0.06089925585135758
20131206,-0.49,-3.06,2.74,0.0
20131207,-2.54,-8.1,1.47,0.0
20131208,-4.98,-12.3,0.0,0.0
20131209,-10.15,-15.18,0.0,0.0
20131210,-7.7,-13.75,2.45,0.0
20131211,0.04,-7.38,3.02,0.0
20131212,0.93,-0.39,0.0,0.0
20131213,2.56,-3.77,0.0,0.0
20131214,-3.99,-9.32,0.0,0.0
20131215,-6.1,-9.58,0.0,0.0
20131216,0.63,-5.82,2.32,0.0
20131217,3.43,0.74,3.82,0.0
20131218,1.08,-0.38,0.0,0.0
20131219,-0.56,-2.41,0.0,0.0
20131220,0.03,-1.63,0.0,0.11133458930005963
20131221,0.65,-0.97,1.97,0.0
20131222,3.29,0.21,2.83,0.059393428954298375
20131223,2.44,1.15,2.33,0.0
20131224,1.79,0.01,2.35,0.0
20131225,1.19,-0.37,0.0,0.0
20131226,0.62,-0.9,1.37,0.0
20131227,0.39,-0.49,1.0,0.07915744847377137
20131228,1.46,0.35,0.0,0.0
20131229,1.41,0.19,3.79,0.12129921266759416
20131230,2.93,0.29,2.7,0.0
20131231,1.3,-1.29,0.0,0.0
20140101,-1.17,-2.82,0.0,0.0
20140102,-2.07,-3.23,0.0,0.0
20140103,-2.31,-3.6,0.0,0.11406045666234375
20140104,-1.37,-2.4,1.15,0.0
20140105,0.96,-1.84,1.49,0.0
20140106,-0.54,-2.55,0.0,0.0
20140107,0.25,-2.58,5.88,0.0
20140108,2.19,0.29,6.83,0.0
20140109,1.95,0.91,3.23,0.0
20140110,1.05,-2.05,12.2,0.12584381604385086
20140111,-2.99,-7.74,1.05,0.0
20140112,-6.93,-10.18,0.0,0.0
20140113,-9.1,-12.67,0.0,0.0
20140114,-8.99,-14.45,0.0,0.0
20140115,-10.2,-17.32,0.0,0.0
20140116,-10.88,-15.28,0.0,0.0
20140117,-11.89,-17.27,0.0,0.0
20140118,-14.01,-19.6,0.0,0.0
20140119,-10.74,-18.17,0.0,0.0
20140120,-10.56,-15.26,0.0,0.0
20140121,-8.67,-12.02,0.0,0.0
20140122,-11.44,-16.69,0.0,0.0
20140123,-14.28,-18.06,0.0,0.005669508505985965
20140124,-11.49,-15.87,0.0,0.0020174373379465284
20140125,-8.2,-12.72,0.0,0.0
20140126,-9.48,-14.24,0.0,0.07541264778751493
20140127,-12.25,-16.33,0.0,0.0
20140128,-11.95,-20.6,0.0,0.0497150826389613
20140129,-15.42,-23.2,0.0,0.04523257315823981
20140130,-16.81,-25.85,0.0,0.04697690660774654
20140131,-13.35,-24.59,0.0,0.05327877252750803
20140201,-8.34,-12.67,5.78,0.0
20140202,-6.19,-9.04,2.74,0.0
20140203,-6.93,-8.63,3.01,0.12255917101033276
20140204,-2.62,-7.51,0.0,0.12492589072807905
20140205,-6.19,-9.44,0.0,0.0
20140206,-7.4,-11.23,0.0,0.0
20140207,-5.38,-11.57,0.0,0.0
20140208,-0.99,-5.15,2.08,0.15614304103719637
20140209,-0.29,-4.37,0.0,0.0
20140210,-0.06,-1.91,1.88,0.20438815368835325
20140211,0.03,-1.64,1.52,0.193799508315145
20140212,-0.56,-2.6,4.16,0.0
20140213,-0.07,-5.31,4.91,0.0
20140214,-0.49,-5.6,0.0,0.18280351621653754
20140215,-0.74,-5.93,0.0,0.0
20140216,-0.26,-4.95,6.43,0.21794544344554065
20140217,0.08,-0.03,3.46,0.0
20140218,0.04,-0.86,3.24,0.0
20140219,-1.13,-6.44,0.0,0.0
20140220,-3.73,-11.23,0.0,0.0
20140221,-3.58,-13.85,0.0,0.03376883115201055
20140222,0.09,-4.39,3.39,0.0
20140223,0.11,-2.84,0.0,0.0
20140224,0.27,0.05,0.0,0.3467087331151548
20140225,0.2,-3.93,0.0,0.07870924480343608
20140226,0.15,-7.98,0.0,0.3900038864868512
20140227,0.01,-9.5,0.0,0.34793649649237945
20140228,0.19,-9.27,0.0,0.38334223257452404
20140301,-0.0,-9.89,0.0,0.06620692139692592
20140302,0.13,-3.5,0.0,0.3359047587047774
20140303,0.12,-2.37,0.0,0.046917043239370224
20140304,0.57,-4.18,0.0,0.3028935393771746
20140305,0.15,-5.57,0.0,0.1276567874828279
20140306,0.18,-6.63,0.0,0.038880943506692495
20140307,0.72,-1.81,0.0,0.45952493916586723
20140308,1.47,-0.42,0.0,0.08255241877126712
20140309,4.3,-1.91,0.0,0.3321804288128169
20140310,7.15,-0.02,0.0,0.8824510351852167
20140311,5.07,-0.7,0.0,0.687176166054715
20140312,6.88,-1.96,0.0,0.9115636792882615
20140313,7.8,0.83,0.0,0.9694128144457946
20140314,4.94,-1.28,0.0,1.264770999722067
20140315,0.72,-1.25,12.89,0.39265735066458135
20140316,-0.56,-9.37,3.92,0.22326640716943297
20140317,-1.85,-11.25,0.0,0.5708022508112083
20140318,-1.17,-9.02,0.0,0.666296052301548
20140319,-0.73,-8.24,4.35,0.4680594772074514
20140320,-1.02,-9.27,1.71,0.6155466034136627
20140321,6.15,-4.35,1.0,0.743058830211403
20140322,6.63,-0.46,0.0,1.2856701915732636
20140323,4.09,-1.09,5.37,0.21824684998478608
20140324,6.3,-0.24,0.0,0.9622636525764439
20140325,7.0,-2.13,0.0,0.8558073505507483
20140326,6.51,-3.32,0.0,1.7477166953321714
20140327,8.98,-4.5,0.0,1.5666551303595455
20140328,4.19,-3.8,0.0,1.586343635965347
20140329,5.14,-3.95,0.0,0.9627519044337458
20140330,5.81,-1.81,1.32,1.1183755236964248
20140331,0.22,-3.82,0.0,0.9353285746451659
20140401,2.44,-4.77,1.12,0.9510424354953628
20140402,1.98,-4.37,0.0,0.831652363385156
20140403,2.01,-2.27,2.07,0.6915427890263037
20140404,1.77,-3.52,0.0,1.3586176714196767
20140405,5.78,-5.3,0.0,1.4115649502773262
20140406,2.42,-0.95,5.72,0.6145085130743434
20140407,6.35,-0.65,0.0,1.9481820129244463
20140408,5.62,-4.55,0.0,2.0083803447654507
20140409,4.15,-4.5,0.0,1.984639658089641
20140410,5.08,-4.77,0.0,2.144313405327093
20140411,7.15,-3.48,0.0,2.098309313006102
20140412,6.76,0.34,4.39,0.6586752937692197
20140413,8.69,3.07,4.73,1.1864312097807808
20140414,8.76,2.94,1.9,0.7959961496255431
20140415,10.38,1.31,0.0,1.5936559976260154
20140416,8.25,-2.33,0.0,2.2403084218459997
20140417,8.75,-2.9,0.0,1.7270912056282286
20140418,13.25,0.56,0.0,2.5291314412660766
20140419,15.42,-0.06,0.0,2.804591364880585
20140420,15.58,0.06,0.0,3.1402658310456544
20140421,19.59,1.36,0.0,3.23722418140644
20140422,18.54,5.82,0.0,3.2726183420523114
20140423,9.01,-1.05,0.0,3.109549234651258
20140424,9.26,-3.3,0.0,2.849345933194202
20140425,11.89,-2.04,0.0,3.0245810401464444
20140426,15.44,-0.31,0.0,3.0078096479564365
20140427,16.08,2.44,0.0,3.1885275202227215
20140428,16.72,3.65,0.0,3.253763344996806
20140429,12.76,5.12,0.0,1.9908021938366374
20140430,10.99,1.84,0.0,2.8837905445738508
20140501,8.15,-2.36,10.75,0.9718927659032538
20140502,5.78,-0.38,0.0,1.7062976323434842
20140503,7.82,-0.93,0.0,1.9397913768642783
20140504,8.06,0.45,3.19,1.7233793709874232
20140505,7.89,2.2,5.68,1.303573139576378
20140506,7.11,-1.38,0.0,1.8677638382921216
20140507,9.99,-3.04,0.0,2.21792800332153
20140508,9.46,1.13,10.86,0.9107111995850519
20140509,14.37,4.23,7.8,1.7204980991174614
20140510,18.62,10.65,6.21,2.4761017193055905
20140511,11.19,6.99,5.98,1.0294091399847145
20140512,14.59,8.04,12.67,0.985181459436758
20140513,17.81,7.69,9.98,2.001203059454387
20140514,9.4,1.37,0.0,1.2048281024830174
20140515,12.33,-0.2,0.0,2.488791500400419
20140516,16.07,-0.24,0.0,3.7237165520385513
20140517,19.65,7.22,0.0,4.589658493051952
20140518,23.65,5.38,0.0,4.4169405418373255
20140519,25.5,14.08,1.76,4.716109587112629
20140520,27.48,17.65,1.22,4.952892835804734
20140521,23.35,14.86,3.43,3.7597541970769544
20140522,21.11,11.36,0.0,3.2122427912810214
20140523,24.56,10.93,0.0,5.027083022203863
20140524,26.47,11.28,0.0,5.275165185069174
20140525,23.92,15.65,0.0,3.466803098017671
20140526,23.17,11.59,0.0,4.238612335212167
20140527,13.39,7.57,4.06,1.2579937550627696
20140528,11.3,7.05,28.09,1.049318420005197
20140529,14.31,9.91,6.12,1.1645986242133246
20140530,14.87,9.55,9.83,1.3109233643850806
20140531,16.78,8.91,0.0,2.9431105223182397
20140601,14.95,10.29,8.51,1.4407860057892559
20140602,17.73,11.6,7.93,1.6770147797888704
20140603,24.01,13.56,4.06,3.4874257053671265
20140604,25.69,13.4,0.0,5.310746615635854
20140605,26.8,12.52,0.0,4.726836115485939
20140606,26.62,15.52,0.0,5.004116389704674
20140607,21.3,13.26,6.49,2.69026469132953
20140608,19.97,10.83,1.29,3.5669507924294668
20140609,20.59,10.05,0.0,3.4960060840388696
20140610,17.61,9.23,0.0,2.440197077302811
20140611,19.31,8.14,0.0,4.33322205158316
20140612,18.73,8.41,1.92,3.0867352171559994
20140613,16.63,10.53,5.31,2.918241132575769
20140614,19.58,9.11,1.81,3.763753318002031
20140615,14.54,7.1,0.0,3.8132699177649614
20140616,16.19,6.08,1.65,3.0871240408355205
20140617,9.4,3.87,3.37,2.8567094019524
20140618,13.02,3.83,4.97,2.7986317959174785
20140619,15.63,7.51,4.67,2.7578933844962945
20140620,15.79,9.63,13.79,1.992505521331697
20140621,12.6,4.77,3.47,2.3409806488938716
20140622,16.33,3.01,0.0,3.3580225465147944
20140623,13.45,7.3,6.4,1.416321339664255
20140624,12.78,5.26,3.17,2.033404720112032
20140625,14.14,7.4,2.15,2.3136590503838903
20140626,13.62,5.62,0.0,2.668544234287905
20140627,15.55,4.13,0.0,2.456106666654645
20140628,17.4,6.41,0.0,3.8409701497424535
20140629,15.42,6.33,17.74,2.3997845619388047
20140630,19.45,11.55,15.45,1.5318604341860196
20140701,19.74,12.02,4.19,2.1932066954681413
20140702,17.68,11.16,1.41,1.8898305475600345
20140703,17.52,9.9,1.28,3.352147205874607
20140704,17.9,11.58,4.7,1.5873642676561326
20140705,19.59,11.85,0.0,4.084050599756719
20140706,23.3,10.85,0.0,5.148267524159622
20140707,24.53,11.85,0.0,4.924225129229136
20140708,24.26,12.81,0.0,5.207152720459422
20140709,25.19,12.76,1.67,4.238373582381655
20140710,16.47,9.16,0.0,3.634015246896964
20140711,16.75,7.96,0.0,4.8009704146443175
20140712,22.39,9.55,0.0,4.258450416004582
20140713,25.06,14.48,0.0,5.231013000774835
20140714,24.62,17.79,5.53,3.943060701141814
20140715,25.19,15.88,1.98,4.1642417653067065
20140716,23.87,15.51,0.0,4.25015200941312
20140717,22.02,14.44,0.0,4.211335406405241
20140718,25.58,13.48,0.0,3.830776103323527
20140719,24.2,13.35,2.07,4.664048454575899
20140720,24.14,13.12,0.0,4.64368108279644
20140721,22.58,14.48,0.0,4.107939213280742
20140722,23.58,13.44,0.0,4.370621531414804
20140723,24.18,13.21,2.36,4.246887463471752
20140724,24.69,15.21,0.0,4.741667260637863
20140725,25.76,13.55,0.0,4.836698366861566
20140726,29.59,15.77,0.0,4.8897074897356365
20140727,27.88,16.97,0.0,4.591863869669553
20140728,26.5,16.45,0.0,3.94360935876529
20140729,23.32,18.41,3.95,3.5448120700831467
20140730,26.16,17.34,1.1,3.6287875809098655
20140731,28.19,17.65,0.0,4.429099519815893
20140801,24.08,15.62,0.0,3.394553318414779
20140802,25.14,15.19,0.0,4.271985317182912
20140803,25.7,15.59,0.0,4.459800628122644
20140804,26.18,14.42,0.0,4.55333416095964
20140805,27.91,13.99,0.0,4.370852058160012
20140806,25.08,14.55,0.0,4.6783825014024725
20140807,29.5,14.2,0.0,4.088097422290137
20140808,29.88,15.96,2.8,3.1017458329164977
20140809,24.9,13.79,3.26,3.7812854238011337
20140810,25.01,14.87,0.0,3.4972336415393612
20140811,25.44,15.15,0.0,3.5886492096836076
20140812,22.76,16.08,5.6,1.5460376179927766
20140813,20.41,13.2,3.29,2.58236368539331
20140814,18.44,11.44,9.55,1.3202352208976271
20140815,20.4,12.75,2.19,1.763700435619021
20140816,17.9,13.01,4.04,2.4832742530926204
20140817,19.55,12.18,3.23,2.4391393221086775
20140818,19.59,11.09,0.0,2.5758770836933405
20140819,18.72,12.46,5.26,1.4047769821017946
20140820,18.5,10.73,0.0,2.906661306199862
20140821,18.44,10.15,1.12,2.5894942764621884
20140822,16.93,10.4,2.45,1.805263237999386
20140823,17.77,9.15,0.0,2.4071232789013695
20140824,18.72,11.04,1.96,1.9496053756996379
20140825,14.64,12.06,16.74,0.9827570456434269
20140826,14.61,10.83,10.73,0.9450198002153463
20140827,11.66,8.77,13.06,0.8675233073224988
20140828,16.53,8.46,0.0,1.3536945477766589
20140829,13.26,7.86,3.75,1.1752370109754307
20140830,14.48,7.58,0.0,1.3571754872603972
20140831,14.79,7.51,1.36,1.0933849877216053
20140901,15.55,7.6,0.0,0.7218308660678439
